#{"t_start": 1614269377.5518239, "env_id": "ObstacleAvoidanceMir100Sim-v0"}
r,l,t
-102.955779,214,64704.475688
168.022043,500,64810.937182
124.392792,500,64916.753492
-163.54999,55,64928.665481
-119.208256,104,64950.759985
-164.618985,28,64957.518161
-121.362703,86,64976.410832
-150.912223,143,65006.597221
-144.675661,181,65044.535318
293.379671,171,65080.222284
124.237056,500,65187.051167
-88.522154,127,65213.760924
-153.213307,107,65235.406463
-153.868604,145,65265.880257
164.550049,500,65371.098796
156.455445,500,65475.557225
-73.891411,378,65555.904457
-153.634266,67,65571.006331
-175.54075,207,65615.196877
65.113753,500,65720.220797
-126.7059,79,65737.356968
246.241966,297,65798.339
147.684244,500,65901.924898
-171.474918,199,65944.782362
-121.210788,61,65957.858878
-71.24068,137,65987.367182
-126.61327,65,66001.179522
-115.516182,299,66065.496636
155.724089,500,66168.959746
-102.607339,76,66184.967384
293.627529,281,66243.857778
-160.361976,109,66267.403609
-107.524621,101,66288.997631
-114.870468,77,66305.255544
127.526216,500,66413.729997
166.340079,500,66519.443616
-128.06814,76,66535.324825
-125.031813,93,66555.020412
252.407533,340,66625.68847
262.334707,225,66672.883822
81.279587,500,66778.786395
-82.966494,129,66806.097202
289.396886,196,66847.138632
-108.934919,74,66862.668847
263.352757,232,66909.566039
-119.454272,105,66931.560005
-110.794457,126,66959.68603
-140.09501,97,66980.761808
323.530381,432,67072.471836
86.801875,500,67176.698421
-147.307605,153,67209.829279
-85.462775,111,67233.33568
-119.822392,113,67257.329176
-122.109736,105,67279.122783
-107.677066,202,67322.13887
-111.545553,73,67337.934424
-161.93733,79,67354.928103
-173.841756,199,67397.630614
316.203751,288,67458.35882
169.463199,500,67562.371281
-147.191752,78,67579.447526
-125.558702,110,67602.47946
133.862605,500,67707.656725
-127.457412,100,67728.565279
-121.771657,110,67752.462894
286.071638,435,67844.331144
-122.504044,191,67885.54729
-89.193117,103,67906.627898
-114.652458,111,67930.376961
287.962443,344,68001.05252
-152.039617,47,68011.777984
-117.349568,191,68052.221447
139.757332,500,68158.163501
-172.400944,41,68167.373818
-130.25621,89,68186.226972
111.443852,500,68290.745565
-151.531954,48,68301.259341
-90.378379,112,68325.688434
-142.458355,78,68342.735005
-127.046302,110,68365.971464
-112.036062,85,68384.158891
-132.570362,72,68399.84525
-121.173251,76,68415.383549
-150.121318,91,68434.780473
141.941401,500,68540.543725
279.319951,377,68620.379154
-141.834445,48,68631.087915
-131.915156,100,68652.586792
296.797286,232,68702.127393
298.239371,260,68757.614503
-127.313799,159,68792.278623
-107.935826,143,68823.81176
-95.162723,88,68842.118375
22.164811,500,68946.982621
-142.180046,69,68962.873765
311.893951,168,68997.861174
-167.728947,37,69006.420118
283.325851,382,69085.828651
169.577273,500,69190.694519
109.700562,500,69294.958186
-121.123815,124,69321.310735
-146.314405,123,69347.336851
-178.142592,40,69356.286314
54.422029,500,69463.169776
-180.761131,63,69476.447563
-113.383958,94,69497.700949
126.836306,500,69603.385118
314.748312,225,69650.306735
-113.619817,76,69666.444057
-102.527874,93,69686.096328
-91.394343,105,69708.753073
-122.471235,81,69726.545891
-112.264861,94,69747.386345
-152.371162,64,69761.250106
269.474821,295,69822.759238
-112.553672,75,69839.252782
134.283099,500,69945.783196
-132.269333,61,69958.925701
129.067992,500,70063.469462
171.742573,500,70169.677163
-138.323035,49,70180.737142
178.646728,500,70285.497852
313.022194,331,70354.171365
-106.915554,109,70377.954086
160.81791,500,70482.17241
261.682427,395,70567.02484
239.019994,432,70657.009661
-139.179686,86,70675.845106
287.308965,196,70716.944522
263.04296,426,70806.701334
-110.785031,118,70832.586969
-149.55406,95,70853.14996
292.27533,320,70921.964987
155.601422,500,71026.667829
-153.657862,100,71047.859919
86.678805,500,71154.365808
160.886536,500,71258.757322
-139.435279,76,71275.285836
-120.476149,237,71324.727634
-43.170277,363,71399.465355
145.378315,500,71507.655266
-168.873913,35,71515.65726
-138.141916,61,71530.067823
173.42403,500,71634.682604
303.629947,228,71683.860896
-122.995141,87,71702.389474
139.292714,500,71806.797463
-176.432744,38,71815.592073
-108.264694,68,71830.474148
-116.358733,80,71847.283675
144.057482,500,71953.29594
286.167266,458,72048.564895
-130.607496,81,72066.106729
-114.702052,136,72095.250715
-119.487519,98,72116.895653
-144.271912,101,72139.013647
-139.222909,86,72157.745208
233.047626,493,72264.934168
-103.153608,83,72284.258598
-139.772383,62,72298.396117
42.564395,500,72406.074764
-159.857964,37,72414.298477
-152.645298,122,72440.094054
-160.440228,34,72448.414849
-151.326622,58,72461.415176
-155.555949,76,72477.846432
-117.500963,100,72498.767109
-87.976473,136,72527.893764
-157.926277,71,72543.25456
133.354111,500,72648.073817
259.770302,194,72690.388422
-170.083407,36,72699.32633
297.601013,275,72757.082002
-168.893144,38,72766.037124
-113.338708,75,72782.73895
286.941988,171,72819.459447
-175.721165,53,72831.238987
-177.167796,37,72840.03031
-160.167531,40,72848.660734
-140.703059,79,72865.481509
-139.659403,81,72882.511786
-106.086068,138,72912.365732
130.694079,500,73016.790946
-38.170141,324,73084.879426
-87.19876,95,73105.353052
-100.139337,80,73122.348965
56.087086,500,73229.323489
113.770175,500,73335.607875
-132.155879,207,73379.433633
119.370566,500,73484.671634
-114.553875,224,73531.753991
-98.587989,102,73553.541514
-83.844276,106,73576.515555
-145.573316,62,73590.217162
-148.107743,69,73605.523166
-107.88631,91,73625.49873
315.469035,185,73664.881356
-93.757361,237,73714.802416
-138.924444,171,73751.597554
-148.536357,60,73765.215499
-131.474474,69,73780.990408
-110.675781,78,73798.099488
235.690625,461,73896.330814
-142.062052,234,73945.906765
345.735967,261,74000.347691
-120.407888,96,74021.179329
-84.087559,296,74081.776738
318.279833,332,74151.24723
-129.171702,125,74177.414344
-117.527546,155,74209.872746
-91.938047,87,74228.606477
-96.188461,141,74259.24068
307.19646,280,74318.066319
-103.556199,146,74348.721879
-104.687482,87,74367.900339
302.997351,298,74430.125449
-121.81581,81,74447.331964
-93.050861,173,74483.626665
-112.387447,72,74498.524846
-100.746632,198,74540.395231
-155.710112,45,74550.730441
-151.274556,67,74565.338418
-148.007274,45,74575.703053
-79.669078,390,74658.24529
-136.927703,276,74717.159466
-163.45317,95,74737.626086
219.04075,500,74843.541538
-102.467922,102,74865.569619
-89.557296,104,74888.175002
-123.402748,80,74905.909523
-112.739192,107,74929.197256
-130.554854,154,74961.858835
-81.867458,140,74991.668841
97.975037,500,75097.527748
-117.15557,99,75119.400177
280.57915,373,75198.185873
-118.573207,368,75276.043036
-113.978619,101,75296.732359
-97.231127,138,75326.024071
-149.960528,66,75340.985906
293.644327,268,75396.661659
-113.233966,78,75414.049634
54.883604,500,75518.777714
-20.961837,500,75626.032822
158.768358,500,75731.458496
303.137913,316,75796.901432
-82.964629,249,75849.368402
-153.561769,73,75865.24552
-160.66614,175,75901.734352
271.649895,302,75965.595949
-113.829191,167,76001.289363
230.730879,463,76098.884549
40.189616,500,76203.466757
-168.944672,37,76211.801375
145.751573,500,76316.153291
113.866825,500,76421.315415
-106.938575,91,76440.389816
309.838718,325,76508.101779
-186.412501,17,76512.197249
-122.237246,107,76534.486385
105.629359,500,76641.945791
-16.593404,285,76702.414111
-128.277582,75,76718.104708
292.137117,284,76778.135904
-126.678447,71,76794.690325
-130.312568,163,76829.015787
-128.081394,60,76841.16609
174.452769,500,76947.52374
-93.608964,98,76967.952893
293.755543,232,77015.43927
-169.656056,33,77023.343208
-147.592701,55,77035.747595
-120.913207,80,77053.16038
157.813395,500,77156.340842
-142.678565,99,77178.265657
-112.047192,107,77200.607423
229.450509,486,77302.590625
198.893353,500,77406.736119
-141.06906,45,77416.52359
-202.885191,3,77417.794294
143.392556,500,77523.665295
-108.460077,213,77568.22856
272.517287,254,77620.481471
-159.856623,77,77637.595906
-110.303604,141,77667.345653
-117.308287,118,77692.087115
268.952066,199,77733.969776
307.549675,345,77806.583776
-33.6139,314,77872.202669
-70.778171,310,77937.509412
-125.215749,106,77960.234935
117.603601,500,78064.379219
273.336702,422,78154.136597
-167.340491,43,78164.004392
151.502385,500,78268.394291
-121.662886,145,78299.031866
288.180352,313,78365.526283
304.546689,193,78406.47843
-132.820802,140,78435.395949
-136.085099,96,78456.36517
-141.425051,131,78485.574908
-104.92481,169,78521.114103
-92.942047,150,78553.363791
-169.081699,63,78567.740468
-57.459339,141,78596.914664
-83.466942,164,78632.881045
302.574784,465,78730.602374
-106.446445,97,78751.022572
286.821943,363,78827.959756
-81.061094,168,78864.571991
-130.512668,160,78898.704002
323.958069,313,78963.164222
291.627634,230,79011.01734
281.660434,412,79096.433468
-144.603069,86,79114.869954
-130.232436,144,79145.303478
-154.34318,135,79173.911177
-125.995527,148,79205.901448
-154.279506,218,79252.899274
-125.280344,91,79273.101186
-113.282337,189,79313.629544
-106.091766,101,79334.024077
-83.55876,140,79362.989263
-122.498434,126,79390.522409
-113.784287,139,79420.098944
-142.792165,120,79445.070374
-123.955364,205,79488.510511
-87.609471,174,79526.132559
-91.649706,139,79556.160451
-178.197532,51,79567.269013
-141.560344,114,79592.031819
148.542524,500,79697.526347
-102.316413,202,79740.67324
-187.008567,44,79750.524748
-37.994278,319,79816.854053
-125.659679,171,79852.560878
-145.601309,97,79873.910338
-112.059814,252,79927.893666
-180.237343,163,79963.111187
-192.681786,76,79980.23922
-146.548624,84,79998.65315
-89.328826,220,80045.225914
-142.07721,85,80064.172055
-133.330752,157,80097.422451
-183.884948,191,80139.042018
-89.336487,180,80177.094589
-130.36455,70,80192.628913
-143.927372,206,80236.873078
-98.387088,167,80272.622019
-179.314899,80,80290.285043
-189.413619,35,80298.532155
-145.395096,96,80319.054183
-126.584032,96,80339.646513
-125.275006,125,80366.273043
-118.136035,147,80397.868668
-184.663596,48,80408.895604
-173.570069,131,80436.639084
262.792828,172,80474.090961
-123.205816,158,80508.11516
-108.093477,148,80538.781748
-105.102452,212,80583.702308
-150.114073,70,80597.977664
71.065103,500,80705.244405
-88.98952,194,80746.414058
-164.587918,63,80760.273251
-172.127173,23,80765.663459
-199.932146,132,80795.25978
88.58974,500,80901.441454
-233.050306,435,80994.41331
-202.078783,171,81031.036575
-140.421868,148,81062.859114
-192.375747,11,81065.904312
-116.16408,124,81091.57033
-128.368422,95,81111.479429
-225.629464,437,81204.871076
-134.852145,157,81238.06111
-137.242534,91,81257.206589
-94.413598,126,81284.125255
-180.481312,173,81321.979367
267.768731,394,81404.958192
-200.35594,113,81429.006031
-149.079135,100,81450.333957
290.029339,305,81513.715546
-116.403723,180,81553.525524
-102.590313,92,81573.181635
-111.518833,143,81602.99205
-126.839126,155,81636.820892
-45.288846,500,81743.383681
-124.302503,72,81759.001817
-186.669852,18,81763.420806
-133.144331,121,81787.546704
-185.921428,185,81827.559619
-70.179879,122,81853.472125
277.462895,274,81911.31852
-157.58848,173,81948.092443
-137.054395,144,81978.38328
185.838881,500,82083.114377
-150.593542,276,82140.638645
-58.200087,172,82177.694758
-156.674381,164,82212.90597
-72.977293,114,82237.161789
-93.886902,184,82276.60098
-103.345668,83,82294.658476
-131.320831,110,82318.729059
-95.563859,130,82346.31905
313.337113,218,82391.910482
301.207327,200,82433.937941
-168.167612,32,82441.624547
-105.023708,143,82471.623449
-133.197533,101,82492.919206
-160.631351,154,82525.639258
-34.520907,281,82585.280073
298.55542,374,82664.795159
-169.578062,100,82685.772395
-158.062132,100,82707.621138
-139.965002,64,82721.275126
-181.080116,61,82734.790497
-153.74821,63,82748.770338
-134.3722,100,82770.210083
-176.35237,27,82776.233156
144.178407,500,82879.679214
-116.757997,190,82919.731418
-123.833669,111,82943.901103
-128.042944,119,82968.277185
-167.437299,116,82992.26439
-164.901952,73,83007.657259
-181.212293,112,83031.432721
-154.383228,186,83071.199735
-137.865978,99,83092.641343
-189.573562,95,83113.879738
-165.363504,110,83136.925746
-188.021878,105,83159.984394
-113.697051,112,83184.460403
-140.364493,101,83206.240221
-135.682728,84,83223.928232
-148.988179,63,83237.971179
-118.023026,101,83259.779755
-120.70549,144,83290.051505
-135.906578,109,83313.134903
-161.827015,79,83330.903659
-102.116155,128,83358.426497
-60.123188,201,83400.669203
-161.889272,34,83409.158376
-68.743769,217,83454.374387
-142.121486,80,83472.226483
-110.7063,85,83490.905251
-141.097317,130,83518.359888
-141.750725,73,83534.184268
-169.85153,44,83545.015947
-144.961219,125,83571.486918
-138.325581,114,83595.478014
-175.119227,142,83626.015172
-105.325923,90,83645.644314
334.084236,202,83688.301752
-122.512466,186,83727.548613
296.858788,217,83772.721924
-152.516472,82,83790.166501
-222.678721,293,83853.236108
-170.906996,44,83862.969693
-167.244559,38,83871.488973
-119.502686,108,83893.302679
-170.360044,145,83923.838544
275.021022,293,83984.831503
-179.031951,72,84000.366014
-144.968891,147,84032.026812
297.730784,266,84087.388687
-155.607665,81,84104.683717
-176.905063,153,84137.110699
-70.412557,123,84163.968911
283.414628,250,84216.634867
-160.725921,145,84247.449412
302.101304,204,84289.407758
-117.745287,107,84311.118768
-93.630221,99,84331.727549
-101.740324,85,84349.702598
-19.541925,500,84456.203972
286.287128,191,84496.38227
-136.363973,104,84518.274726
295.643596,194,84558.675426
-106.743838,82,84576.238046
-157.682509,70,84591.004573
283.262597,276,84649.430974
63.407134,500,84755.201774
295.622102,169,84791.422707
289.888299,155,84823.801242
-89.139784,141,84852.905265
286.188575,147,84883.820579
351.545452,289,84943.891335
-190.342227,122,84970.353633
-161.383919,71,84986.057562
-157.754532,141,85016.247005
-62.323839,114,85041.05132
-173.974,25,85046.746844
319.425992,286,85105.967234
298.142552,170,85142.314749
-175.190311,134,85171.018332
-100.222412,90,85190.511388
293.912573,214,85235.591259
304.814028,184,85274.526327
-183.335902,17,85278.740284
-74.947339,96,85298.964779
-147.340608,122,85324.23113
-86.559552,117,85349.429832
148.785563,500,85455.725765
-130.145614,70,85471.579293
-172.274066,25,85477.203635
323.552569,240,85526.94217
-111.548117,94,85547.699376
-133.940682,91,85567.200138
304.28774,218,85612.095645
348.619901,208,85655.739095
-168.93811,46,85666.550626
-106.787454,90,85686.387678
-104.13595,199,85728.742701
-108.059883,126,85754.778265
-110.367557,121,85780.357343
-129.961986,68,85794.774153
-147.300399,57,85807.304087
-127.499423,83,85824.54062
-155.347797,49,85835.785902
307.538225,186,85874.379853
261.265913,384,85954.326056
162.496329,500,86059.458476
-147.593396,98,86080.783874
-96.368457,90,86099.008888
-80.24822,117,86124.227396
-154.012002,43,86134.319496
-104.973252,124,86160.974106
-132.996537,78,86177.716748
-131.671347,57,86190.365891
-155.066791,76,86207.690672
-118.545423,127,86234.547782
310.720535,188,86273.901062
320.528635,344,86344.945599
-156.634141,80,86362.42103
-129.15205,65,86376.089029
-120.895105,97,86396.278474
-166.93409,44,86405.883383
-134.275736,54,86417.418245
-121.431956,78,86434.416045
-171.57704,63,86448.762467
283.707659,292,86509.465166
290.531871,213,86554.815898
-208.863848,81,86572.259087
135.24117,500,86678.172196
313.01009,350,86750.927323
260.715269,257,86803.968419
-97.491521,83,86821.789531
-174.143361,222,86869.699086
-125.220329,66,86884.238213
-127.386273,63,86898.104441
307.32403,266,86955.125019
-88.268677,194,86995.579174
274.899068,325,87063.951407
-137.97113,103,87085.424091
-146.313483,124,87112.665856
274.662174,238,87162.174709
-173.290173,80,87179.960252
-171.254058,66,87194.312075
-116.98431,100,87216.130273
-163.054547,51,87227.130701
-117.274314,131,87254.948395
-72.644644,115,87279.357678
-191.774019,256,87333.313254
-122.670448,87,87351.806911
-161.25694,46,87361.854569
-143.943644,82,87379.584984
-89.706255,171,87415.279217
291.873749,335,87485.308821
293.314426,198,87526.505463
-142.357763,134,87554.051775
-145.924431,66,87567.921479
-114.249051,137,87597.118606
-115.323139,137,87625.736142
-129.600831,80,87642.822521
-137.957708,157,87675.101075
-140.184981,96,87696.455487
-97.732352,133,87724.035467
-95.690586,156,87756.902173
-113.26805,113,87781.706047
-115.370203,117,87806.384437
-133.176173,118,87831.601617
-174.068749,40,87841.349805
-144.236129,105,87864.252251
-119.127085,257,87918.587975
283.194596,280,87976.437839
108.027686,500,88081.501348
-87.197262,120,88106.659841
-90.40567,162,88140.454644
-81.954256,411,88227.326559
-108.958718,85,88246.160153
-111.978485,113,88269.773275
-76.438954,141,88299.840894
313.865083,232,88346.421934
89.403805,500,88453.042908
-82.327763,118,88478.417953
269.858456,208,88521.763462
-133.315824,69,88536.798475
-162.354826,83,88555.902925
-76.062497,193,88596.117702
-165.116642,39,88604.577834
104.355141,500,88711.924955
-126.888344,76,88728.757081
-111.580459,79,88746.227631
331.244861,201,88787.703823
-167.661884,78,88803.502552
-115.800574,123,88828.967397
297.207197,193,88869.129567
122.537695,500,88975.186662
-157.168153,76,88991.698436
-102.702796,203,89033.902241
-128.348397,107,89056.543049
-137.056168,77,89073.215038
-114.77586,97,89094.464899
308.387558,261,89148.608518
-104.17779,103,89171.494588
-127.636604,93,89192.565751
-107.683544,114,89217.172362
-121.116253,119,89242.252708
-106.036311,94,89262.596473
-121.386286,158,89296.685297
-109.498559,139,89325.085422
293.481179,279,89381.327111
-47.459425,168,89416.757819
283.974184,277,89475.205351
308.86174,267,89529.847751
-124.715753,115,89554.793987
324.108701,251,89607.706906
-165.743744,55,89619.835499
-112.154904,97,89640.960035
-147.389996,55,89652.817763
-108.019562,119,89677.197361
286.125117,212,89722.127511
-82.052181,133,89751.210749
309.120779,232,89799.533626
281.810117,326,89868.021918
-90.342143,92,89888.121877
-127.95259,80,89905.586591
-116.231326,113,89929.237533
-73.237011,169,89964.098944
-141.146211,64,89977.513466
296.513737,227,90025.005138
298.933817,160,90058.608582
300.593606,415,90145.566994
-173.818238,43,90155.109534
-118.135561,122,90181.430769
-138.238569,96,90201.159005
-149.383311,40,90210.613867
274.537054,256,90264.167816
-135.347257,93,90284.560506
-132.881562,140,90314.934373
-85.945925,119,90340.323608
-182.558579,19,90345.321966
-122.830765,74,90361.24213
-94.190187,130,90389.022587
-135.043163,61,90402.774508
-76.288297,158,90436.468637
266.947308,182,90474.708616
-114.208478,83,90492.880988
-120.670772,72,90508.500421
298.448929,202,90550.36253
-88.630385,146,90581.515924
-125.626253,94,90602.489766
-153.975594,73,90618.731894
178.769873,500,90725.128894
-130.470174,173,90761.783312
297.680108,294,90823.419428
-174.408619,47,90834.143931
301.212314,232,90881.931023
-115.894668,91,90902.644679
-121.659755,71,90918.398029
-149.391901,170,90954.206461
-107.573561,224,91001.437845
-113.967698,125,91027.701486
-159.68802,117,91053.113982
-162.65941,72,91069.074351
-112.349147,87,91087.394538
-64.926161,131,91114.837177
-108.797863,80,91132.0661
-178.535632,66,91147.15318
-102.14516,85,91166.034313
320.007215,207,91209.081426
279.425592,179,91246.45661
-89.989483,153,91278.327468
-78.318907,160,91311.388705
-137.566856,74,91327.482827
-109.696985,92,91346.767637
-94.00266,97,91367.250234
277.946309,377,91447.020072
-131.826886,65,91461.418445
301.199213,243,91512.38929
311.804286,220,91557.587999
292.550504,168,91592.342808
-117.888744,78,91609.277327
271.117923,209,91652.365705
-111.090297,102,91674.262707
278.710748,342,91744.904913
-130.08921,53,91756.575381
-79.4545,94,91777.292766
-117.345966,114,91800.906664
-146.183019,46,91811.322964
-177.886165,39,91820.392968
-128.454025,295,91883.407121
-105.864161,88,91902.86202
-146.148908,50,91914.332673
-160.233453,152,91947.226568
-76.176496,106,91969.80612
-110.073632,149,92001.655284
-174.863997,52,92013.399628
-125.844062,75,92029.965608
-152.589485,94,92050.200837
325.807257,227,92096.981514
-168.747171,46,92107.071545
298.041313,232,92155.384306
-139.988768,52,92167.258894
-95.29221,157,92200.774274
306.913647,237,92251.190728
-138.225971,106,92273.902335
306.785092,241,92325.150187
-134.693818,208,92368.868826
-47.386916,114,92392.658474
-105.695212,133,92421.027284
302.070016,211,92465.807507
-147.488804,55,92477.588228
-150.502001,50,92489.298458
-84.107773,181,92528.0898
-128.222951,79,92545.802539
311.661458,339,92616.437838
-114.389933,87,92635.434675
-81.334196,100,92656.337568
-107.161752,74,92672.362438
-84.914036,93,92692.027403
-131.07333,77,92708.438498
292.904375,149,92739.980066
-154.8247,36,92747.990224
308.185278,224,92794.428797
-111.99166,115,92818.590147
-112.748509,118,92844.35558
-168.834353,42,92853.503989
-125.53467,66,92868.074952
-103.242097,75,92883.696729
-119.5231,191,92924.142051
-77.155139,103,92945.833868
-142.750918,105,92968.234701
-100.481384,89,92988.110751
288.060484,199,93029.030726
-145.102923,86,93047.874517
-107.012764,142,93077.380238
-172.850812,196,93118.360324
-89.898889,107,93141.57442
301.993459,177,93179.079387
-157.746652,44,93189.11015
344.815683,374,93265.641612
-130.226539,92,93285.606103
-135.282057,60,93298.635892
-115.423491,107,93321.667951
270.997133,280,93379.698691
336.555112,252,93432.470148
-118.675859,65,93447.098328
-166.224907,46,93457.262631
-157.030692,42,93467.080603
-97.016666,131,93494.775739
-172.509277,52,93507.031574
-104.230729,81,93524.527958
-150.60692,42,93534.339792
297.433978,233,93582.472855
-124.328784,80,93599.311424
311.790304,172,93636.86934
291.391707,275,93694.154292
-103.426037,125,93719.674266
-162.624546,37,93728.564924
-183.072517,253,93782.235212
308.560504,361,93857.480878
-156.236166,271,93915.362922
-142.87569,109,93939.551964
-177.419322,40,93948.747257
-165.320362,273,94005.469619
-134.625893,98,94026.435297
-138.712426,63,94039.238386
-123.776696,151,94070.381914
-92.138846,155,94102.611432
-165.501329,34,94110.827533
-170.997002,409,94196.734748
275.491335,260,94250.382441
-98.910186,91,94269.141617
-156.54157,36,94277.027547
-132.808925,70,94292.589286
-120.286939,66,94307.132413
-132.157207,92,94326.55996
-154.433697,41,94336.006923
227.186533,434,94427.782799
-120.248547,70,94444.171302
308.262904,230,94493.075078
312.554984,179,94531.612268
-177.398858,19,94536.452365
-136.394953,52,94548.040714
-135.955019,56,94559.765994
-92.637883,151,94590.801711
-115.637348,162,94625.399832
-119.324271,64,94640.044168
-162.41705,83,94659.151367
-79.507876,109,94682.312789
-130.454028,73,94698.671421
-167.94904,77,94715.396088
-168.764167,28,94722.405596
-168.070733,105,94744.353141
334.604331,190,94784.188748
-96.881211,134,94813.206413
-122.805587,135,94842.249923
-128.103448,58,94854.77709
-109.492321,122,94880.308597
315.72706,255,94934.709565
-104.891828,97,94954.825561
289.221309,215,94999.384628
-122.500003,99,95020.063514
-107.410326,77,95036.636559
85.693307,500,95141.641639
-43.348407,131,95170.219956
-85.784991,103,95192.19734
-160.433539,34,95199.60157
-140.508129,90,95218.870693
-149.101271,45,95228.683098
-161.818919,36,95236.825899
273.190218,211,95281.608891
286.874964,247,95332.129923
308.196153,197,95371.864667
-143.813799,46,95382.02644
153.418532,500,95488.019379
-155.971113,56,95500.43765
-159.383389,57,95512.82435
-108.905628,108,95535.791047
-106.60514,141,95566.295035
296.551977,146,95596.54002
-100.583188,87,95614.836572
-90.00387,141,95645.003302
-159.8021,35,95652.508444
242.461741,456,95747.12388
261.484966,201,95789.25499
-106.295041,87,95807.441966
-114.305795,82,95825.221131
308.401417,162,95859.267881
-124.245093,132,95887.179283
-114.297024,70,95902.344194
-100.604407,75,95918.246109
-109.108911,77,95934.579808
-83.65266,145,95965.10991
-83.825369,92,95985.117448
-131.65092,61,95998.640081
320.329314,175,96034.847122
-146.118489,62,96048.994183
290.785154,220,96094.427567
-146.424286,44,96104.462749
-129.221662,93,96124.281726
-66.619417,139,96153.185837
-92.419713,83,96171.199066
-113.86478,69,96186.101523
-127.270024,59,96198.774506
-74.499375,101,96220.361564
-123.67548,109,96243.575681
-78.469945,182,96282.441338
319.038359,183,96321.102315
-125.080933,77,96336.723715
-92.981732,125,96363.413639
-129.575208,68,96377.973499
-102.18199,136,96406.719659
-176.727687,24,96412.526844
-159.185311,99,96434.49991
310.100956,202,96477.813707
-131.007237,83,96495.224398
-181.514559,112,96519.32655
-90.659395,93,96538.388134
335.268705,258,96592.703164
-199.97775,19,96598.031092
-109.399382,133,96626.902456
-127.992519,116,96651.726475
100.051892,500,96756.639374
-149.971067,46,96766.47889
-172.384328,136,96795.61386
265.780174,187,96834.339769
-141.950101,53,96847.052211
-145.674887,90,96866.312982
-213.175502,26,96872.246749
-124.94392,78,96889.401455
-176.765013,132,96917.511831
-176.936994,37,96926.112439
-99.57835,140,96955.693494
-111.828624,100,96977.688214
-120.547649,70,96992.478037
-104.803118,133,97020.325156
313.399354,276,97077.844037
-127.159103,84,97096.267803
335.230133,310,97161.505242
-103.614869,128,97188.402463
329.351724,229,97236.467977
-121.284003,109,97259.703149
329.880092,256,97312.994844
320.556679,218,97358.549508
-152.392276,43,97367.660737
-159.597214,99,97388.132201
-94.489222,80,97404.855876
-150.835977,46,97415.048877
-117.772654,130,97443.637366
-164.028985,76,97459.773001
-99.855684,86,97478.199095
-154.776472,100,97499.79226
-102.599121,162,97534.366161
-120.050305,98,97555.457648
-128.08869,117,97580.332807
-108.260433,152,97613.074593
249.837563,461,97711.661877
-185.706436,164,97744.817511
-130.806484,178,97783.198074
-153.309762,39,97792.218287
140.258956,500,97898.081113
-178.267901,65,97912.657334
-104.544391,120,97937.781592
245.845555,421,98027.243179
108.39794,500,98132.677031
-122.146154,184,98170.865493
316.280243,370,98247.497436
-109.702127,148,98279.824895
-134.460584,159,98313.302273
-115.979768,139,98343.551763
-139.25523,91,98363.374962
61.793631,500,98469.839427
-121.451394,74,98485.530236
-115.654115,123,98511.951924
177.360234,500,98615.492718
312.010297,280,98674.995276
263.304136,292,98734.786836
282.536143,270,98790.279815
-171.770929,81,98807.592718
-103.594734,95,98828.781842
280.917345,335,98898.783163
-102.300521,118,98924.170677
-141.439326,87,98942.050848
-133.345714,109,98965.473886
-152.025271,134,98993.255502
114.157533,500,99100.19291
105.701709,500,99207.143205
103.066211,500,99310.897218
-114.473204,83,99328.881242
-108.425826,114,99352.36136
289.136907,374,99430.312102
267.237802,466,99528.511204
-159.949244,99,99549.72487
-136.981107,101,99570.481395
-172.10466,38,99579.093294
-130.407394,96,99600.322824
-164.864037,53,99611.95338
305.734015,484,99712.898553
319.577902,303,99775.92444
-154.617625,50,99786.852197
-111.134653,195,99828.325831
-137.287523,84,99846.942845
-110.744551,128,99874.213277
78.22604,500,99978.354654
-120.829867,73,99993.975324
-122.611733,80,100011.649063
-90.243574,96,100032.408467
-153.928586,49,100042.678576
310.696316,271,100099.572343
-148.754539,57,100111.543602
-51.721802,128,100137.388634
243.368337,435,100227.852995
-123.951009,103,100250.260469
-103.492142,94,100269.943928
-120.083484,77,100287.174983
296.776881,260,100341.292645
-90.346086,107,100363.92319
-128.507906,64,100377.786705
310.010045,216,100423.08852
-183.817371,32,100430.426866
-143.296398,99,100451.035541
-93.86588,139,100480.656242
-94.645953,117,100505.816275
-98.267847,90,100525.270882
305.885859,197,100566.867524
123.429176,500,100670.669473
-117.531728,111,100694.52761
-157.156513,134,100722.62693
-104.064521,87,100741.085281
314.301085,272,100798.65038
-165.604937,96,100819.737935
310.813136,279,100878.378968
298.683341,291,100939.400455
316.644211,192,100979.983207
-82.775244,111,101003.004781
362.559425,257,101056.506615
297.552961,160,101090.378991
-173.416527,31,101097.636728
-93.148439,91,101116.614882
285.926803,215,101160.559783
-125.783167,68,101174.958584
330.706285,251,101228.290248
-94.927157,116,101253.229894
-96.246264,188,101292.221622
-120.845708,71,101307.30807
-127.933743,67,101321.825832
-109.955186,80,101339.23866
335.570508,209,101384.229887
-135.427819,111,101407.050146
276.0894,331,101475.090012
-84.937393,129,101501.579226
280.031777,288,101560.586946
267.801687,207,101604.283496
-69.020368,115,101628.531708
-124.480659,110,101652.011759
-158.475873,101,101673.814359
-123.776302,56,101686.118582
249.102761,439,101777.299247
-138.257723,126,101803.659131
-127.079764,78,101820.612496
-122.771766,83,101838.576879
-148.262328,66,101852.882194
316.116339,226,101900.901922
